image$caption
synthetic_image_1.png$[{'name': 'green', 'keypoint': {'x': 298, 'y': 428}}, {'name': 'green', 'keypoint': {'x': 117, 'y': 413}}, {'name': 'orange', 'keypoint': {'x': 426, 'y': 619}}, {'name': 'blue', 'keypoint': {'x': 87, 'y': 367}}, {'name': 'green', 'keypoint': {'x': 240, 'y': 366}}, {'name': 'blue', 'keypoint': {'x': 430, 'y': 476}}, {'name': 'green', 'keypoint': {'x': 157, 'y': 374}}, {'name': 'blue', 'keypoint': {'x': 25, 'y': 457}}, {'name': 'green', 'keypoint': {'x': 424, 'y': 371}}, {'name': 'green', 'keypoint': {'x': 401, 'y': 475}}]
synthetic_image_786.png$[{'name': 'green', 'keypoint': {'x': 185, 'y': 422}}, {'name': 'green', 'keypoint': {'x': 535, 'y': 467}}, {'name': 'orange', 'keypoint': {'x': 196, 'y': 579}}, {'name': 'orange', 'keypoint': {'x': 160, 'y': 546}}, {'name': 'orange', 'keypoint': {'x': 634, 'y': 448}}, {'name': 'green', 'keypoint': {'x': 423, 'y': 384}}, {'name': 'orange', 'keypoint': {'x': 670, 'y': 415}}, {'name': 'green', 'keypoint': {'x': 494, 'y': 453}}, {'name': 'orange', 'keypoint': {'x': 88, 'y': 557}}, {'name': 'blue', 'keypoint': {'x': 311, 'y': 443}}]
synthetic_image_787.png$[{'name': 'green', 'keypoint': {'x': 139, 'y': 601}}, {'name': 'yellow', 'keypoint': {'x': 217, 'y': 630}}, {'name': 'orange', 'keypoint': {'x': 115, 'y': 443}}, {'name': 'green', 'keypoint': {'x': 4, 'y': 499}}, {'name': 'blue', 'keypoint': {'x': 160, 'y': 391}}, {'name': 'orange', 'keypoint': {'x': 260, 'y': 487}}, {'name': 'blue', 'keypoint': {'x': 242, 'y': 378}}, {'name': 'orange', 'keypoint': {'x': 150, 'y': 545}}, {'name': 'blue', 'keypoint': {'x': 203, 'y': 612}}, {'name': 'yellow', 'keypoint': {'x': 632, 'y': 405}}]
synthetic_image_788.png$[{'name': 'orange', 'keypoint': {'x': 366, 'y': 404}}, {'name': 'blue', 'keypoint': {'x': 183, 'y': 541}}, {'name': 'green', 'keypoint': {'x': 150, 'y': 479}}, {'name': 'orange', 'keypoint': {'x': 316, 'y': 630}}, {'name': 'green', 'keypoint': {'x': 632, 'y': 362}}, {'name': 'green', 'keypoint': {'x': 46, 'y': 615}}, {'name': 'green', 'keypoint': {'x': 418, 'y': 627}}, {'name': 'green', 'keypoint': {'x': 119, 'y': 510}}, {'name': 'orange', 'keypoint': {'x': 694, 'y': 442}}, {'name': 'orange', 'keypoint': {'x': 80, 'y': 460}}]
synthetic_image_789.png$[{'name': 'yellow', 'keypoint': {'x': 436, 'y': 442}}, {'name': 'orange', 'keypoint': {'x': 444, 'y': 432}}, {'name': 'green', 'keypoint': {'x': 600, 'y': 428}}, {'name': 'yellow', 'keypoint': {'x': 152, 'y': 479}}, {'name': 'yellow', 'keypoint': {'x': 491, 'y': 450}}, {'name': 'blue', 'keypoint': {'x': 530, 'y': 526}}, {'name': 'blue', 'keypoint': {'x': 95, 'y': 601}}, {'name': 'orange', 'keypoint': {'x': 519, 'y': 374}}, {'name': 'blue', 'keypoint': {'x': 230, 'y': 628}}, {'name': 'blue', 'keypoint': {'x': 522, 'y': 593}}]
synthetic_image_790.png$[{'name': 'yellow', 'keypoint': {'x': 279, 'y': 435}}, {'name': 'orange', 'keypoint': {'x': 671, 'y': 523}}, {'name': 'green', 'keypoint': {'x': 223, 'y': 591}}, {'name': 'yellow', 'keypoint': {'x': 543, 'y': 439}}, {'name': 'blue', 'keypoint': {'x': 233, 'y': 575}}, {'name': 'green', 'keypoint': {'x': 388, 'y': 526}}, {'name': 'green', 'keypoint': {'x': 230, 'y': 419}}, {'name': 'orange', 'keypoint': {'x': 609, 'y': 549}}, {'name': 'green', 'keypoint': {'x': 24, 'y': 418}}, {'name': 'blue', 'keypoint': {'x': 713, 'y': 397}}]
synthetic_image_791.png$[{'name': 'yellow', 'keypoint': {'x': 48, 'y': 622}}, {'name': 'blue', 'keypoint': {'x': 494, 'y': 471}}, {'name': 'orange', 'keypoint': {'x': 443, 'y': 509}}, {'name': 'blue', 'keypoint': {'x': 18, 'y': 496}}, {'name': 'orange', 'keypoint': {'x': 381, 'y': 499}}, {'name': 'blue', 'keypoint': {'x': 629, 'y': 577}}, {'name': 'yellow', 'keypoint': {'x': 9, 'y': 605}}, {'name': 'green', 'keypoint': {'x': 426, 'y': 400}}, {'name': 'yellow', 'keypoint': {'x': 530, 'y': 377}}, {'name': 'green', 'keypoint': {'x': 668, 'y': 444}}]
synthetic_image_792.png$[{'name': 'yellow', 'keypoint': {'x': 251, 'y': 416}}, {'name': 'blue', 'keypoint': {'x': 235, 'y': 363}}, {'name': 'blue', 'keypoint': {'x': 19, 'y': 628}}, {'name': 'yellow', 'keypoint': {'x': 233, 'y': 422}}, {'name': 'green', 'keypoint': {'x': 359, 'y': 480}}, {'name': 'green', 'keypoint': {'x': 360, 'y': 634}}, {'name': 'orange', 'keypoint': {'x': 199, 'y': 523}}, {'name': 'green', 'keypoint': {'x': 175, 'y': 467}}, {'name': 'yellow', 'keypoint': {'x': 628, 'y': 624}}, {'name': 'blue', 'keypoint': {'x': 191, 'y': 378}}]
synthetic_image_793.png$[{'name': 'orange', 'keypoint': {'x': 648, 'y': 402}}, {'name': 'green', 'keypoint': {'x': 75, 'y': 482}}, {'name': 'orange', 'keypoint': {'x': 180, 'y': 385}}, {'name': 'green', 'keypoint': {'x': 120, 'y': 471}}, {'name': 'orange', 'keypoint': {'x': 248, 'y': 514}}, {'name': 'orange', 'keypoint': {'x': 453, 'y': 378}}, {'name': 'orange', 'keypoint': {'x': 459, 'y': 602}}, {'name': 'orange', 'keypoint': {'x': 523, 'y': 519}}, {'name': 'orange', 'keypoint': {'x': 100, 'y': 490}}, {'name': 'blue', 'keypoint': {'x': 262, 'y': 476}}]
synthetic_image_794.png$[{'name': 'blue', 'keypoint': {'x': 331, 'y': 602}}, {'name': 'green', 'keypoint': {'x': 92, 'y': 426}}, {'name': 'blue', 'keypoint': {'x': 671, 'y': 494}}, {'name': 'blue', 'keypoint': {'x': 467, 'y': 567}}, {'name': 'blue', 'keypoint': {'x': 560, 'y': 603}}, {'name': 'yellow', 'keypoint': {'x': 177, 'y': 621}}, {'name': 'green', 'keypoint': {'x': 190, 'y': 592}}, {'name': 'green', 'keypoint': {'x': 438, 'y': 494}}, {'name': 'green', 'keypoint': {'x': 114, 'y': 473}}, {'name': 'yellow', 'keypoint': {'x': 411, 'y': 433}}]
synthetic_image_795.png$[{'name': 'blue', 'keypoint': {'x': 605, 'y': 439}}, {'name': 'green', 'keypoint': {'x': 7, 'y': 394}}, {'name': 'green', 'keypoint': {'x': 521, 'y': 470}}, {'name': 'green', 'keypoint': {'x': 348, 'y': 416}}, {'name': 'orange', 'keypoint': {'x': 26, 'y': 532}}, {'name': 'yellow', 'keypoint': {'x': 99, 'y': 419}}, {'name': 'orange', 'keypoint': {'x': 89, 'y': 506}}, {'name': 'orange', 'keypoint': {'x': 75, 'y': 366}}, {'name': 'blue', 'keypoint': {'x': 578, 'y': 565}}, {'name': 'yellow', 'keypoint': {'x': 549, 'y': 491}}]
synthetic_image_796.png$[{'name': 'blue', 'keypoint': {'x': 572, 'y': 494}}, {'name': 'green', 'keypoint': {'x': 207, 'y': 563}}, {'name': 'orange', 'keypoint': {'x': 137, 'y': 538}}, {'name': 'blue', 'keypoint': {'x': 138, 'y': 399}}, {'name': 'blue', 'keypoint': {'x': 18, 'y': 374}}, {'name': 'yellow', 'keypoint': {'x': 127, 'y': 452}}, {'name': 'orange', 'keypoint': {'x': 699, 'y': 517}}, {'name': 'yellow', 'keypoint': {'x': 445, 'y': 378}}, {'name': 'blue', 'keypoint': {'x': 639, 'y': 614}}, {'name': 'yellow', 'keypoint': {'x': 133, 'y': 557}}]
synthetic_image_797.png$[{'name': 'green', 'keypoint': {'x': 150, 'y': 488}}, {'name': 'green', 'keypoint': {'x': 504, 'y': 371}}, {'name': 'blue', 'keypoint': {'x': 417, 'y': 506}}, {'name': 'yellow', 'keypoint': {'x': 170, 'y': 416}}, {'name': 'green', 'keypoint': {'x': 124, 'y': 592}}, {'name': 'green', 'keypoint': {'x': 226, 'y': 417}}, {'name': 'blue', 'keypoint': {'x': 192, 'y': 557}}, {'name': 'yellow', 'keypoint': {'x': 580, 'y': 526}}, {'name': 'green', 'keypoint': {'x': 691, 'y': 581}}, {'name': 'orange', 'keypoint': {'x': 375, 'y': 499}}]
synthetic_image_798.png$[{'name': 'blue', 'keypoint': {'x': 537, 'y': 587}}, {'name': 'yellow', 'keypoint': {'x': 611, 'y': 415}}, {'name': 'orange', 'keypoint': {'x': 326, 'y': 487}}, {'name': 'orange', 'keypoint': {'x': 22, 'y': 382}}, {'name': 'yellow', 'keypoint': {'x': 520, 'y': 532}}, {'name': 'yellow', 'keypoint': {'x': 65, 'y': 628}}, {'name': 'orange', 'keypoint': {'x': 550, 'y': 468}}, {'name': 'orange', 'keypoint': {'x': 614, 'y': 370}}, {'name': 'orange', 'keypoint': {'x': 606, 'y': 384}}, {'name': 'blue', 'keypoint': {'x': 81, 'y': 473}}]
synthetic_image_799.png$[{'name': 'green', 'keypoint': {'x': 306, 'y': 575}}, {'name': 'yellow', 'keypoint': {'x': 28, 'y': 609}}, {'name': 'blue', 'keypoint': {'x': 205, 'y': 390}}, {'name': 'blue', 'keypoint': {'x': 313, 'y': 479}}, {'name': 'orange', 'keypoint': {'x': 390, 'y': 441}}, {'name': 'green', 'keypoint': {'x': 35, 'y': 634}}, {'name': 'green', 'keypoint': {'x': 132, 'y': 591}}, {'name': 'green', 'keypoint': {'x': 348, 'y': 513}}, {'name': 'blue', 'keypoint': {'x': 615, 'y': 409}}, {'name': 'blue', 'keypoint': {'x': 616, 'y': 632}}]
synthetic_image_800.png$[{'name': 'orange', 'keypoint': {'x': 42, 'y': 422}}, {'name': 'yellow', 'keypoint': {'x': 658, 'y': 412}}, {'name': 'blue', 'keypoint': {'x': 333, 'y': 462}}, {'name': 'orange', 'keypoint': {'x': 70, 'y': 514}}, {'name': 'yellow', 'keypoint': {'x': 12, 'y': 630}}, {'name': 'blue', 'keypoint': {'x': 624, 'y': 589}}, {'name': 'blue', 'keypoint': {'x': 112, 'y': 442}}, {'name': 'yellow', 'keypoint': {'x': 492, 'y': 614}}, {'name': 'green', 'keypoint': {'x': 416, 'y': 461}}, {'name': 'blue', 'keypoint': {'x': 512, 'y': 493}}]
synthetic_image_801.png$[{'name': 'yellow', 'keypoint': {'x': 500, 'y': 575}}, {'name': 'orange', 'keypoint': {'x': 707, 'y': 587}}, {'name': 'yellow', 'keypoint': {'x': 391, 'y': 556}}, {'name': 'orange', 'keypoint': {'x': 329, 'y': 419}}, {'name': 'yellow', 'keypoint': {'x': 387, 'y': 400}}, {'name': 'blue', 'keypoint': {'x': 657, 'y': 546}}, {'name': 'green', 'keypoint': {'x': 42, 'y': 464}}, {'name': 'yellow', 'keypoint': {'x': 254, 'y': 382}}, {'name': 'yellow', 'keypoint': {'x': 690, 'y': 366}}, {'name': 'yellow', 'keypoint': {'x': 295, 'y': 504}}]
synthetic_image_802.png$[{'name': 'green', 'keypoint': {'x': 226, 'y': 602}}, {'name': 'green', 'keypoint': {'x': 682, 'y': 461}}, {'name': 'blue', 'keypoint': {'x': 319, 'y': 501}}, {'name': 'blue', 'keypoint': {'x': 394, 'y': 485}}, {'name': 'orange', 'keypoint': {'x': 485, 'y': 462}}, {'name': 'yellow', 'keypoint': {'x': 41, 'y': 520}}, {'name': 'orange', 'keypoint': {'x': 260, 'y': 586}}, {'name': 'green', 'keypoint': {'x': 716, 'y': 410}}, {'name': 'green', 'keypoint': {'x': 591, 'y': 539}}, {'name': 'yellow', 'keypoint': {'x': 34, 'y': 616}}]
synthetic_image_803.png$[{'name': 'blue', 'keypoint': {'x': 520, 'y': 519}}, {'name': 'orange', 'keypoint': {'x': 390, 'y': 527}}, {'name': 'yellow', 'keypoint': {'x': 485, 'y': 530}}, {'name': 'orange', 'keypoint': {'x': 536, 'y': 631}}, {'name': 'orange', 'keypoint': {'x': 688, 'y': 566}}, {'name': 'orange', 'keypoint': {'x': 422, 'y': 581}}, {'name': 'blue', 'keypoint': {'x': 470, 'y': 431}}, {'name': 'orange', 'keypoint': {'x': 508, 'y': 552}}, {'name': 'yellow', 'keypoint': {'x': 113, 'y': 513}}, {'name': 'blue', 'keypoint': {'x': 601, 'y': 506}}]
synthetic_image_804.png$[{'name': 'yellow', 'keypoint': {'x': 262, 'y': 560}}, {'name': 'orange', 'keypoint': {'x': 554, 'y': 515}}, {'name': 'green', 'keypoint': {'x': 25, 'y': 513}}, {'name': 'blue', 'keypoint': {'x': 322, 'y': 630}}, {'name': 'orange', 'keypoint': {'x': 689, 'y': 552}}, {'name': 'orange', 'keypoint': {'x': 208, 'y': 365}}, {'name': 'orange', 'keypoint': {'x': 424, 'y': 598}}, {'name': 'green', 'keypoint': {'x': 638, 'y': 532}}, {'name': 'orange', 'keypoint': {'x': 562, 'y': 548}}, {'name': 'blue', 'keypoint': {'x': 331, 'y': 572}}]
synthetic_image_805.png$[{'name': 'green', 'keypoint': {'x': 495, 'y': 381}}, {'name': 'yellow', 'keypoint': {'x': 496, 'y': 605}}, {'name': 'yellow', 'keypoint': {'x': 635, 'y': 422}}, {'name': 'green', 'keypoint': {'x': 31, 'y': 468}}, {'name': 'orange', 'keypoint': {'x': 44, 'y': 525}}, {'name': 'blue', 'keypoint': {'x': 495, 'y': 414}}, {'name': 'orange', 'keypoint': {'x': 365, 'y': 508}}, {'name': 'blue', 'keypoint': {'x': 266, 'y': 521}}, {'name': 'blue', 'keypoint': {'x': 68, 'y': 494}}, {'name': 'yellow', 'keypoint': {'x': 150, 'y': 499}}]
synthetic_image_806.png$[{'name': 'blue', 'keypoint': {'x': 655, 'y': 473}}, {'name': 'blue', 'keypoint': {'x': 402, 'y': 523}}, {'name': 'green', 'keypoint': {'x': 459, 'y': 618}}, {'name': 'blue', 'keypoint': {'x': 357, 'y': 483}}, {'name': 'yellow', 'keypoint': {'x': 647, 'y': 571}}, {'name': 'blue', 'keypoint': {'x': 595, 'y': 555}}, {'name': 'blue', 'keypoint': {'x': 659, 'y': 624}}, {'name': 'orange', 'keypoint': {'x': 471, 'y': 553}}, {'name': 'yellow', 'keypoint': {'x': 647, 'y': 459}}, {'name': 'yellow', 'keypoint': {'x': 276, 'y': 467}}]
synthetic_image_807.png$[{'name': 'green', 'keypoint': {'x': 225, 'y': 464}}, {'name': 'blue', 'keypoint': {'x': 647, 'y': 371}}, {'name': 'blue', 'keypoint': {'x': 39, 'y': 495}}, {'name': 'green', 'keypoint': {'x': 73, 'y': 440}}, {'name': 'yellow', 'keypoint': {'x': 47, 'y': 581}}, {'name': 'blue', 'keypoint': {'x': 595, 'y': 568}}, {'name': 'yellow', 'keypoint': {'x': 122, 'y': 534}}, {'name': 'blue', 'keypoint': {'x': 695, 'y': 612}}, {'name': 'green', 'keypoint': {'x': 135, 'y': 479}}, {'name': 'green', 'keypoint': {'x': 115, 'y': 394}}]
synthetic_image_808.png$[{'name': 'blue', 'keypoint': {'x': 19, 'y': 365}}, {'name': 'green', 'keypoint': {'x': 678, 'y': 506}}, {'name': 'yellow', 'keypoint': {'x': 454, 'y': 483}}, {'name': 'blue', 'keypoint': {'x': 120, 'y': 570}}, {'name': 'green', 'keypoint': {'x': 538, 'y': 398}}, {'name': 'yellow', 'keypoint': {'x': 443, 'y': 495}}, {'name': 'yellow', 'keypoint': {'x': 317, 'y': 490}}, {'name': 'orange', 'keypoint': {'x': 611, 'y': 375}}, {'name': 'yellow', 'keypoint': {'x': 527, 'y': 367}}, {'name': 'yellow', 'keypoint': {'x': 189, 'y': 613}}]
synthetic_image_809.png$[{'name': 'orange', 'keypoint': {'x': 400, 'y': 561}}, {'name': 'green', 'keypoint': {'x': 597, 'y': 616}}, {'name': 'orange', 'keypoint': {'x': 609, 'y': 368}}, {'name': 'orange', 'keypoint': {'x': 447, 'y': 623}}, {'name': 'orange', 'keypoint': {'x': 609, 'y': 432}}, {'name': 'yellow', 'keypoint': {'x': 428, 'y': 443}}, {'name': 'orange', 'keypoint': {'x': 184, 'y': 428}}, {'name': 'green', 'keypoint': {'x': 618, 'y': 592}}, {'name': 'yellow', 'keypoint': {'x': 636, 'y': 510}}, {'name': 'yellow', 'keypoint': {'x': 260, 'y': 411}}]
synthetic_image_810.png$[{'name': 'blue', 'keypoint': {'x': 425, 'y': 375}}, {'name': 'orange', 'keypoint': {'x': 502, 'y': 524}}, {'name': 'blue', 'keypoint': {'x': 89, 'y': 398}}, {'name': 'green', 'keypoint': {'x': 414, 'y': 496}}, {'name': 'orange', 'keypoint': {'x': 491, 'y': 534}}, {'name': 'orange', 'keypoint': {'x': 622, 'y': 369}}, {'name': 'blue', 'keypoint': {'x': 717, 'y': 549}}, {'name': 'blue', 'keypoint': {'x': 677, 'y': 631}}, {'name': 'orange', 'keypoint': {'x': 640, 'y': 464}}, {'name': 'yellow', 'keypoint': {'x': 399, 'y': 416}}]
synthetic_image_811.png$[{'name': 'green', 'keypoint': {'x': 494, 'y': 531}}, {'name': 'yellow', 'keypoint': {'x': 554, 'y': 587}}, {'name': 'green', 'keypoint': {'x': 529, 'y': 404}}, {'name': 'orange', 'keypoint': {'x': 138, 'y': 419}}, {'name': 'orange', 'keypoint': {'x': 111, 'y': 481}}, {'name': 'blue', 'keypoint': {'x': 707, 'y': 419}}, {'name': 'yellow', 'keypoint': {'x': 720, 'y': 407}}, {'name': 'orange', 'keypoint': {'x': 133, 'y': 563}}, {'name': 'green', 'keypoint': {'x': 463, 'y': 586}}, {'name': 'orange', 'keypoint': {'x': 478, 'y': 468}}]
synthetic_image_812.png$[{'name': 'green', 'keypoint': {'x': 190, 'y': 378}}, {'name': 'blue', 'keypoint': {'x': 363, 'y': 526}}, {'name': 'orange', 'keypoint': {'x': 148, 'y': 614}}, {'name': 'green', 'keypoint': {'x': 656, 'y': 472}}, {'name': 'blue', 'keypoint': {'x': 649, 'y': 384}}, {'name': 'yellow', 'keypoint': {'x': 614, 'y': 611}}, {'name': 'green', 'keypoint': {'x': 413, 'y': 479}}, {'name': 'yellow', 'keypoint': {'x': 677, 'y': 410}}, {'name': 'green', 'keypoint': {'x': 130, 'y': 516}}, {'name': 'blue', 'keypoint': {'x': 555, 'y': 481}}]
synthetic_image_813.png$[{'name': 'blue', 'keypoint': {'x': 583, 'y': 364}}, {'name': 'green', 'keypoint': {'x': 712, 'y': 520}}, {'name': 'yellow', 'keypoint': {'x': 507, 'y': 470}}, {'name': 'blue', 'keypoint': {'x': 258, 'y': 589}}, {'name': 'blue', 'keypoint': {'x': 160, 'y': 532}}, {'name': 'green', 'keypoint': {'x': 33, 'y': 392}}, {'name': 'blue', 'keypoint': {'x': 351, 'y': 502}}, {'name': 'orange', 'keypoint': {'x': 565, 'y': 415}}, {'name': 'yellow', 'keypoint': {'x': 591, 'y': 380}}, {'name': 'orange', 'keypoint': {'x': 612, 'y': 360}}]
synthetic_image_814.png$[{'name': 'yellow', 'keypoint': {'x': 412, 'y': 398}}, {'name': 'orange', 'keypoint': {'x': 105, 'y': 415}}, {'name': 'yellow', 'keypoint': {'x': 313, 'y': 623}}, {'name': 'blue', 'keypoint': {'x': 375, 'y': 519}}, {'name': 'blue', 'keypoint': {'x': 469, 'y': 492}}, {'name': 'orange', 'keypoint': {'x': 653, 'y': 570}}, {'name': 'orange', 'keypoint': {'x': 242, 'y': 385}}, {'name': 'green', 'keypoint': {'x': 698, 'y': 581}}, {'name': 'blue', 'keypoint': {'x': 239, 'y': 366}}, {'name': 'yellow', 'keypoint': {'x': 419, 'y': 418}}]
synthetic_image_815.png$[{'name': 'orange', 'keypoint': {'x': 425, 'y': 595}}, {'name': 'green', 'keypoint': {'x': 484, 'y': 624}}, {'name': 'blue', 'keypoint': {'x': 480, 'y': 576}}, {'name': 'blue', 'keypoint': {'x': 678, 'y': 402}}, {'name': 'blue', 'keypoint': {'x': 58, 'y': 606}}, {'name': 'yellow', 'keypoint': {'x': 559, 'y': 454}}, {'name': 'orange', 'keypoint': {'x': 552, 'y': 579}}, {'name': 'green', 'keypoint': {'x': 413, 'y': 443}}, {'name': 'green', 'keypoint': {'x': 316, 'y': 389}}, {'name': 'blue', 'keypoint': {'x': 186, 'y': 381}}]
synthetic_image_816.png$[{'name': 'blue', 'keypoint': {'x': 177, 'y': 553}}, {'name': 'orange', 'keypoint': {'x': 638, 'y': 553}}, {'name': 'blue', 'keypoint': {'x': 563, 'y': 394}}, {'name': 'blue', 'keypoint': {'x': 202, 'y': 613}}, {'name': 'yellow', 'keypoint': {'x': 603, 'y': 401}}, {'name': 'green', 'keypoint': {'x': 33, 'y': 482}}, {'name': 'orange', 'keypoint': {'x': 714, 'y': 618}}, {'name': 'orange', 'keypoint': {'x': 470, 'y': 440}}, {'name': 'orange', 'keypoint': {'x': 377, 'y': 585}}, {'name': 'blue', 'keypoint': {'x': 377, 'y': 620}}]
synthetic_image_817.png$[{'name': 'yellow', 'keypoint': {'x': 233, 'y': 440}}, {'name': 'blue', 'keypoint': {'x': 409, 'y': 548}}, {'name': 'green', 'keypoint': {'x': 614, 'y': 379}}, {'name': 'orange', 'keypoint': {'x': 229, 'y': 614}}, {'name': 'blue', 'keypoint': {'x': 229, 'y': 544}}, {'name': 'yellow', 'keypoint': {'x': 136, 'y': 372}}, {'name': 'orange', 'keypoint': {'x': 303, 'y': 458}}, {'name': 'orange', 'keypoint': {'x': 286, 'y': 575}}, {'name': 'blue', 'keypoint': {'x': 613, 'y': 397}}, {'name': 'yellow', 'keypoint': {'x': 559, 'y': 538}}]
synthetic_image_818.png$[{'name': 'green', 'keypoint': {'x': 582, 'y': 583}}, {'name': 'green', 'keypoint': {'x': 468, 'y': 459}}, {'name': 'yellow', 'keypoint': {'x': 352, 'y': 478}}, {'name': 'green', 'keypoint': {'x': 454, 'y': 525}}, {'name': 'orange', 'keypoint': {'x': 101, 'y': 445}}, {'name': 'green', 'keypoint': {'x': 191, 'y': 392}}, {'name': 'green', 'keypoint': {'x': 12, 'y': 363}}, {'name': 'blue', 'keypoint': {'x': 710, 'y': 431}}, {'name': 'yellow', 'keypoint': {'x': 497, 'y': 473}}, {'name': 'blue', 'keypoint': {'x': 713, 'y': 371}}]
synthetic_image_819.png$[{'name': 'green', 'keypoint': {'x': 80, 'y': 452}}, {'name': 'green', 'keypoint': {'x': 235, 'y': 494}}, {'name': 'yellow', 'keypoint': {'x': 401, 'y': 416}}, {'name': 'blue', 'keypoint': {'x': 353, 'y': 554}}, {'name': 'green', 'keypoint': {'x': 98, 'y': 494}}, {'name': 'blue', 'keypoint': {'x': 58, 'y': 612}}, {'name': 'yellow', 'keypoint': {'x': 460, 'y': 447}}, {'name': 'yellow', 'keypoint': {'x': 232, 'y': 582}}, {'name': 'yellow', 'keypoint': {'x': 504, 'y': 380}}, {'name': 'blue', 'keypoint': {'x': 611, 'y': 615}}]
synthetic_image_820.png$[{'name': 'blue', 'keypoint': {'x': 99, 'y': 377}}, {'name': 'green', 'keypoint': {'x': 643, 'y': 415}}, {'name': 'orange', 'keypoint': {'x': 174, 'y': 516}}, {'name': 'orange', 'keypoint': {'x': 4, 'y': 541}}, {'name': 'green', 'keypoint': {'x': 698, 'y': 573}}, {'name': 'blue', 'keypoint': {'x': 305, 'y': 375}}, {'name': 'yellow', 'keypoint': {'x': 310, 'y': 413}}, {'name': 'yellow', 'keypoint': {'x': 345, 'y': 458}}, {'name': 'yellow', 'keypoint': {'x': 264, 'y': 469}}, {'name': 'blue', 'keypoint': {'x': 632, 'y': 633}}]
synthetic_image_821.png$[{'name': 'yellow', 'keypoint': {'x': 210, 'y': 634}}, {'name': 'green', 'keypoint': {'x': 12, 'y': 493}}, {'name': 'green', 'keypoint': {'x': 7, 'y': 598}}, {'name': 'yellow', 'keypoint': {'x': 517, 'y': 500}}, {'name': 'green', 'keypoint': {'x': 235, 'y': 468}}, {'name': 'yellow', 'keypoint': {'x': 80, 'y': 391}}, {'name': 'green', 'keypoint': {'x': 593, 'y': 559}}, {'name': 'blue', 'keypoint': {'x': 339, 'y': 525}}, {'name': 'orange', 'keypoint': {'x': 490, 'y': 475}}, {'name': 'orange', 'keypoint': {'x': 38, 'y': 449}}]
synthetic_image_822.png$[{'name': 'green', 'keypoint': {'x': 89, 'y': 373}}, {'name': 'green', 'keypoint': {'x': 670, 'y': 466}}, {'name': 'green', 'keypoint': {'x': 151, 'y': 614}}, {'name': 'green', 'keypoint': {'x': 153, 'y': 417}}, {'name': 'yellow', 'keypoint': {'x': 57, 'y': 507}}, {'name': 'orange', 'keypoint': {'x': 461, 'y': 528}}, {'name': 'orange', 'keypoint': {'x': 533, 'y': 560}}, {'name': 'orange', 'keypoint': {'x': 409, 'y': 558}}, {'name': 'green', 'keypoint': {'x': 256, 'y': 533}}, {'name': 'yellow', 'keypoint': {'x': 418, 'y': 402}}]
synthetic_image_823.png$[{'name': 'yellow', 'keypoint': {'x': 442, 'y': 521}}, {'name': 'blue', 'keypoint': {'x': 19, 'y': 373}}, {'name': 'yellow', 'keypoint': {'x': 715, 'y': 507}}, {'name': 'yellow', 'keypoint': {'x': 131, 'y': 396}}, {'name': 'yellow', 'keypoint': {'x': 570, 'y': 492}}, {'name': 'orange', 'keypoint': {'x': 174, 'y': 406}}, {'name': 'blue', 'keypoint': {'x': 201, 'y': 390}}, {'name': 'yellow', 'keypoint': {'x': 453, 'y': 604}}, {'name': 'yellow', 'keypoint': {'x': 123, 'y': 614}}, {'name': 'yellow', 'keypoint': {'x': 636, 'y': 505}}]
synthetic_image_824.png$[{'name': 'blue', 'keypoint': {'x': 136, 'y': 582}}, {'name': 'orange', 'keypoint': {'x': 590, 'y': 395}}, {'name': 'blue', 'keypoint': {'x': 10, 'y': 595}}, {'name': 'yellow', 'keypoint': {'x': 290, 'y': 451}}, {'name': 'green', 'keypoint': {'x': 42, 'y': 494}}, {'name': 'blue', 'keypoint': {'x': 250, 'y': 505}}, {'name': 'green', 'keypoint': {'x': 614, 'y': 577}}, {'name': 'yellow', 'keypoint': {'x': 104, 'y': 453}}, {'name': 'yellow', 'keypoint': {'x': 556, 'y': 611}}, {'name': 'yellow', 'keypoint': {'x': 576, 'y': 549}}]
synthetic_image_825.png$[{'name': 'blue', 'keypoint': {'x': 658, 'y': 448}}, {'name': 'orange', 'keypoint': {'x': 41, 'y': 565}}, {'name': 'blue', 'keypoint': {'x': 632, 'y': 398}}, {'name': 'orange', 'keypoint': {'x': 523, 'y': 468}}, {'name': 'orange', 'keypoint': {'x': 241, 'y': 532}}, {'name': 'blue', 'keypoint': {'x': 675, 'y': 523}}, {'name': 'blue', 'keypoint': {'x': 370, 'y': 501}}, {'name': 'blue', 'keypoint': {'x': 248, 'y': 458}}, {'name': 'green', 'keypoint': {'x': 708, 'y': 541}}, {'name': 'orange', 'keypoint': {'x': 268, 'y': 489}}]
synthetic_image_826.png$[{'name': 'orange', 'keypoint': {'x': 274, 'y': 568}}, {'name': 'blue', 'keypoint': {'x': 224, 'y': 381}}, {'name': 'blue', 'keypoint': {'x': 591, 'y': 386}}, {'name': 'yellow', 'keypoint': {'x': 675, 'y': 619}}, {'name': 'orange', 'keypoint': {'x': 50, 'y': 421}}, {'name': 'blue', 'keypoint': {'x': 609, 'y': 534}}, {'name': 'yellow', 'keypoint': {'x': 4, 'y': 564}}, {'name': 'yellow', 'keypoint': {'x': 256, 'y': 622}}, {'name': 'orange', 'keypoint': {'x': 512, 'y': 379}}, {'name': 'green', 'keypoint': {'x': 186, 'y': 391}}]
